Id,Category
0,3
1,10
2,3
3,9
4,6
5,3
6,9
7,10
8,3
9,2
10,4
11,0
12,5
13,10
14,5
15,4
16,9
17,4
18,5
19,9
20,3
21,5
22,1
23,2
24,9
25,3
26,10
27,5
28,9
29,5
30,5
31,9
32,5
33,2
34,9
35,9
36,5
37,10
38,10
39,1
40,6
41,1
42,1
43,10
44,2
45,1
46,10
47,0
48,5
49,9
50,10
51,1
52,3
53,5
54,6
55,9
56,5
57,9
58,6
59,9
60,5
61,9
62,2
63,3
64,10
65,8
66,1
67,9
68,4
69,10
70,5
71,5
72,5
73,5
74,9
75,2
76,4
77,1
78,9
79,9
80,0
81,1
82,9
83,8
84,3
85,0
86,9
87,4
88,10
89,5
90,8
91,5
92,3
93,5
94,0
95,6
96,9
97,2
98,6
99,10
100,2
101,1
102,8
103,5
104,4
105,5
106,6
107,5
108,9
109,3
110,5
111,9
112,5
113,3
114,9
115,4
116,9
117,8
118,9
119,2
120,4
121,5
122,3
123,5
124,1
125,9
126,5
127,8
128,10
129,9
130,5
131,2
132,3
133,3
134,9
135,2
136,3
137,10
138,3
139,1
140,2
141,5
142,2
143,5
144,9
145,4
146,9
147,9
148,2
149,5
150,2
151,4
152,9
153,3
154,10
155,1
156,1
157,9
158,8
159,5
160,5
161,5
162,5
163,5
164,8
165,1
166,5
167,8
168,3
169,9
170,8
171,2
172,9
173,4
174,9
175,1
176,1
177,10
178,8
179,9
180,1
181,8
182,9
183,5
184,10
185,9
186,10
187,5
188,2
189,10
190,1
191,3
192,1
193,5
194,5
195,5
196,8
197,9
198,4
199,9
200,9
201,2
202,8
203,7
204,4
205,9
206,0
207,9
208,10
209,4
210,1
211,4
212,10
213,2
214,9
215,2
216,10
217,3
218,9
219,5
220,5
221,2
222,2
223,6
224,2
225,5
226,9
227,9
228,6
229,3
230,7
231,2
232,7
233,5
234,3
235,9
236,9
237,10
238,1
239,6
240,5
241,3
242,5
243,4
244,1
245,5
246,0
247,9
248,10
249,5
250,9
251,3
252,5
253,5
254,5
255,9
256,2
257,9
258,3
259,4
260,8
261,8
262,1
263,3
264,5
265,9
266,1
267,3
268,5
269,9
270,9
271,3
272,10
273,4
274,0
275,4
276,9
277,1
278,9
279,9
280,9
281,9
282,9
283,0
284,10
285,2
286,5
287,4
288,1
289,10
290,9
291,4
292,8
293,9
294,1
295,6
296,7
297,2
298,2
299,3
300,5
301,2
302,9
303,1
304,0
305,10
306,4
307,3
308,9
309,3
310,0
311,3
312,1
313,8
314,8
315,5
316,1
317,8
318,0
319,9
320,9
321,2
322,2
323,0
324,4
325,3
326,2
327,6
328,10
329,4
330,9
331,0
332,5
333,9
334,1
335,1
336,3
337,2
338,5
339,10
340,9
341,6
342,5
343,5
344,0
345,5
346,4
347,2
348,4
349,9
350,5
351,10
352,6
353,2
354,0
355,2
356,8
357,10
358,10
359,4
360,9
361,5
362,10
363,3
364,2
365,5
366,1
367,3
368,10
369,6
370,9
371,7
372,2
373,4
374,3
375,4
376,9
377,9
378,8
379,5
380,10
381,6
382,9
383,9
384,4
385,3
386,4
387,10
388,10
389,1
390,3
391,7
392,10
393,8
394,9
395,9
396,8
397,8
398,8
399,9
400,9
401,4
402,1
403,2
404,7
405,3
406,10
407,5
408,5
409,4
410,9
411,7
412,0
413,9
414,3
415,7
416,2
417,5
418,1
419,2
420,5
421,9
422,5
423,10
424,5
425,8
426,6
427,9
428,9
429,9
430,5
431,2
432,4
433,8
434,3
435,2
436,8
437,10
438,1
439,9
440,10
441,4
442,1
443,2
444,2
445,2
446,5
447,10
448,3
449,2
450,4
451,9
452,3
453,2
454,6
455,6
456,9
457,4
458,8
459,10
460,10
461,9
462,10
463,10
464,1
465,4
466,6
467,6
468,9
469,2
470,5
471,4
472,8
473,8
474,9
475,8
476,6
477,9
478,2
479,1
480,1
481,1
482,1
483,1
484,10
485,5
486,9
487,9
488,5
489,9
490,5
491,1
492,7
493,1
494,5
495,2
496,8
497,5
498,5
499,10
500,1
501,1
502,5
503,6
504,4
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,3
515,2
516,9
517,9
518,5
519,3
520,1
521,3
522,6
523,9
524,1
525,2
526,9
527,1
528,6
529,5
530,4
531,1
532,0
533,6
534,7
535,10
536,9
537,6
538,1
539,0
540,10
541,9
542,5
543,3
544,9
545,1
546,0
547,5
548,3
549,8
550,9
551,5
552,9
553,2
554,4
555,3
556,9
557,5
558,9
559,1
560,0
561,1
562,2
563,8
564,2
565,4
566,5
567,1
568,8
569,2
570,9
571,5
572,5
573,5
574,2
575,2
576,3
577,0
578,1
579,3
580,9
581,5
582,4
583,9
584,6
585,7
586,2
587,1
588,6
589,5
590,9
591,3
592,4
593,5
594,3
595,9
596,0
597,3
598,4
599,4
600,5
601,10
602,5
603,6
604,5
605,9
606,9
607,4
608,9
609,3
610,5
611,9
612,1
613,0
614,9
615,10
616,8
617,9
618,4
619,9
620,7
621,4
622,4
623,1
624,9
625,3
626,3
627,5
628,2
629,6
630,3
631,3
632,2
633,1
634,9
635,3
636,9
637,1
638,5
639,6
640,10
641,0
642,9
643,9
644,6
645,0
646,7
647,9
648,5
649,3
650,7
651,10
652,8
653,5
654,1
655,5
656,5
657,5
658,8
659,9
660,2
661,6
662,3
663,9
664,9
665,9
666,0
667,1
668,9
669,4
670,7
671,9
672,1
673,4
674,2
675,5
676,3
677,2
678,5
679,1
680,2
681,3
682,4
683,4
684,3
685,0
686,6
687,2
688,3
689,6
690,1
691,9
692,1
693,5
694,4
695,8
696,2
697,8
698,0
699,9
700,3
701,9
702,10
703,0
704,5
705,10
706,8
707,6
708,1
709,9
710,5
711,8
712,6
713,9
714,9
715,4
716,2
717,5
718,4
719,9
720,10
721,6
722,5
723,10
724,9
725,4
726,5
727,9
728,5
729,2
730,8
731,1
732,1
733,5
734,4
735,1
736,1
737,4
738,1
739,7
740,3
741,6
742,5
743,3
744,6
745,1
746,2
747,2
748,6
749,8
750,5
751,2
752,1
753,5
754,10
755,6
756,8
757,9
758,9
759,10
760,2
761,1
762,8
763,9
764,1
765,3
766,5
767,9
768,2
769,10
770,1
771,4
772,5
773,4
774,6
775,1
776,9
777,5
778,5
779,4
780,10
